#,business_name,current_website,maps_candidate,candidate_site,recommendation,why
70,Orion Mart,https://hannatiger.com/,Verizon,https://www.verizon.com/stores/details/florida/coral-gables/coral-gables-201100/?CMP=seo_b_x_vz_gbp_ot_2022_08_website,DELETE,maps top result is a different business ('Verizon'); current site unverifiable
71,PROMEXICO / Mexico's Trade & Investment Comm.Miami,https://gob.mx,Consulate General of Guatemala,https://consuladodeguatemalaenusa.com/miami/,DELETE,maps top result is a different business ('Consulate General of Guatema'); current site unverifiable
72,Palme d'Or,https://www.biltmorehotel.com/dining/palme_dor/?utm_source=local&utm_medium=organic&utm_campaign=gmb,Palme d'Or Restaurant Biltmore Hotel Coral Gables,https://www.biltmorehotel.com/dining/palme_dor/?utm_source=local&utm_medium=organic&utm_campaign=gmb,DELETE,maps top result is a different business ('Palme d'Or Restaurant Biltmo'); current site unverifiable
73,Pan American Institute,https://www.panamacademy.com/,Biscayne National Park Institute at Coconut Grove,https://www.biscaynenationalparkinstitute.org/,DELETE,maps top result is a different business ('Biscayne National Park Insti'); current site unverifiable
74,Pangaea Exploration,https://www.panexplore.com/,Panexplore,https://www.panexplore.com/,DELETE,maps top result is a different business ('Panexplore'); current site unverifiable
75,"Pena Garcia & Diz, PLLC",https://pgdlegal.com,"Pena Law Office, P.A",https://www.penalawoffice.com/,DELETE,"maps top result is a different business ('Pena Law Office, P.A'); current site unverifiable"
76,PerformanceREWIRED,https://jeskabrodbeck.com,Platinum Business Center,http://www.platinumbusinesscenter.com/,DELETE,maps top result is a different business ('Platinum Business Center'); current site unverifiable
77,Phillip Morris International,https://pmi.com,Coral Gables,http://www.citybeautiful.net/,DELETE,maps top result is a different business ('Coral Gables'); current site unverifiable
78,"Powering Elite Performers, LLC",https://us.shaklee.com/en_US/kensmith,Elite U Sports Performance,https://eliteuperformance.com/,DELETE,maps top result is a different business ('Elite U Sports Performance'); current site unverifiable
79,Primary Care,https://onemedical.com/locations/mia/coconut-grove?y_source=1_MTA1Mzk0OTQzOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,One Medical Primary Care Clinic - Coconut Grove,https://onemedical.com/locations/mia/coconut-grove?y_source=1_MTA1Mzk0OTQzOC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,DELETE,maps top result is a different business ('One Medical Primary Care Cli'); current site unverifiable
80,Recycling,https://wm.com,Environmental Services Recycling,,DELETE,maps top result is a different business ('Environmental Services Recyc'); current site unverifiable
81,Resident Member,https://www.lifetime.life/locations/fl/coral-gables.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club,Life Time Work,https://work.lifetime.life/locations/fl-coral-gables.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club,DELETE,maps top result is a different business ('Life Time Work'); current site unverifiable
82,Richards Legal Group,https://richpa.net,"Richard L. Richards, Aviation Attorney",https://www.richpa.net/,DELETE,"maps top result is a different business ('Richard L. Richards, Aviatio'); current site unverifiable"
83,Russell Capital Group,https://rcgmortgage.com,Russell Capital Management,http://www.russcap.com/,DELETE,maps top result is a different business ('Russell Capital Management'); current site unverifiable
84,S. Pellegrino & Acqua Panna,https://www.camilaspatisserie.com/,Camila's Patisserie,https://www.camilaspatisserie.com/,DELETE,maps top result is a different business ('Camila's Patisserie'); current site unverifiable
85,School of Education and Human Development,https://www.edu.miami.edu/,University of Miami School of Education,https://www.edu.miami.edu/,DELETE,maps top result is a different business ('University of Miami School o'); current site unverifiable
86,Semillitas,http://www.citybeautiful.net/,Semillitas de vida Preschool,https://semillitasdevidapreschool.com/,DELETE,maps top result is a different business ('Semillitas de vida Preschool'); current site unverifiable
87,Senior Living,https://belmontvillage.com,The Palace at Coral Gables,http://www.palacecoralgables.com/,DELETE,maps top result is a different business ('The Palace at Coral Gables'); current site unverifiable
88,State Farm,https://www.kitsiagaines.com/,Mario Obregon - State Farm Insurance Agent,https://www.marioobregon.com/?cmpid=CTH4_blm_0001,DELETE,maps top result is a different business ('Mario Obregon - State Farm I'); current site unverifiable
89,Studio HD,https://hollyedavidson.com,Studio Chroma by Andrea Fanan,http://studiochromabyaf.com/,DELETE,maps top result is a different business ('Studio Chroma by Andrea Fana'); current site unverifiable
90,Tax Collectors Office Miami Dade County,https://mdctaxcollector.gov,Tax Collector Office Dariel Fernandez,https://mdctaxcollector.gov/,DELETE,maps top result is a different business ('Tax Collector Office Dariel '); current site unverifiable
91,Tete- -Tete,https://www.babettemiami.com/,La Jolla Ballroom,http://www.lajollaballroom.com/,DELETE,maps top result is a different business ('La Jolla Ballroom'); current site unverifiable
92,Tetrahelix and Son,https://www.crateandbarrel.com/stores/coral-gables/str814?utm_source=gmb&utm_medium=organic_search,Shops at Merrick Park,https://www.shopsatmerrickpark.com/en.html,DELETE,maps top result is a different business ('Shops at Merrick Park'); current site unverifiable
